postcode,city,state
55188,Kuala Lumpur,W.P. Kuala Lumpur
55200,Kuala Lumpur,W.P. Kuala Lumpur
55300,Kuala Lumpur,W.P. Kuala Lumpur
55700,Kuala Lumpur,W.P. Kuala Lumpur
55710,Kuala Lumpur,W.P. Kuala Lumpur
55720,Kuala Lumpur,W.P. Kuala Lumpur
55900,Kuala Lumpur,W.P. Kuala Lumpur
55902,Kuala Lumpur,W.P. Kuala Lumpur
55904,Kuala Lumpur,W.P. Kuala Lumpur
55906,Kuala Lumpur,W.P. Kuala Lumpur
55908,Kuala Lumpur,W.P. Kuala Lumpur
55910,Kuala Lumpur,W.P. Kuala Lumpur
55912,Kuala Lumpur,W.P. Kuala Lumpur
55914,Kuala Lumpur,W.P. Kuala Lumpur
55916,Kuala Lumpur,W.P. Kuala Lumpur
55918,Kuala Lumpur,W.P. Kuala Lumpur
55920,Kuala Lumpur,W.P. Kuala Lumpur
55922,Kuala Lumpur,W.P. Kuala Lumpur
55924,Kuala Lumpur,W.P. Kuala Lumpur
55926,Kuala Lumpur,W.P. Kuala Lumpur
55928,Kuala Lumpur,W.P. Kuala Lumpur
55930,Kuala Lumpur,W.P. Kuala Lumpur
55932,Kuala Lumpur,W.P. Kuala Lumpur
55934,Kuala Lumpur,W.P. Kuala Lumpur
55990,Kuala Lumpur,W.P. Kuala Lumpur
56000,Kuala Lumpur,W.P. Kuala Lumpur
56100,Kuala Lumpur,W.P. Kuala Lumpur
57000,Kuala Lumpur,W.P. Kuala Lumpur
57100,Kuala Lumpur,W.P. Kuala Lumpur
57700,Kuala Lumpur,W.P. Kuala Lumpur
57990,Kuala Lumpur,W.P. Kuala Lumpur
58000,Kuala Lumpur,W.P. Kuala Lumpur
58100,Kuala Lumpur,W.P. Kuala Lumpur
58200,Kuala Lumpur,W.P. Kuala Lumpur
58700,Kuala Lumpur,W.P. Kuala Lumpur
58990,Kuala Lumpur,W.P. Kuala Lumpur
59000,Kuala Lumpur,W.P. Kuala Lumpur
59100,Kuala Lumpur,W.P. Kuala Lumpur
59200,Kuala Lumpur,W.P. Kuala Lumpur
59700,Kuala Lumpur,W.P. Kuala Lumpur
59800,Kuala Lumpur,W.P. Kuala Lumpur
59990,Kuala Lumpur,W.P. Kuala Lumpur
60000,Kuala Lumpur,W.P. Kuala Lumpur
62000,Putrajaya,W.P. Putrajaya
62007,Putrajaya,W.P. Putrajaya
62050,Putrajaya,W.P. Putrajaya
62100,Putrajaya,W.P. Putrajaya
62150,Putrajaya,W.P. Putrajaya
62200,Putrajaya,W.P. Putrajaya
62250,Putrajaya,W.P. Putrajaya
62300,Putrajaya,W.P. Putrajaya
62502,Putrajaya,W.P. Putrajaya
62504,Putrajaya,W.P. Putrajaya
62505,Putrajaya,W.P. Putrajaya
62506,Putrajaya,W.P. Putrajaya
62510,Putrajaya,W.P. Putrajaya
62512,Putrajaya,W.P. Putrajaya
62514,Putrajaya,W.P. Putrajaya
62516,Putrajaya,W.P. Putrajaya
62517,Putrajaya,W.P. Putrajaya
62518,Putrajaya,W.P. Putrajaya
62519,Putrajaya,W.P. Putrajaya
62520,Putrajaya,W.P. Putrajaya
62522,Putrajaya,W.P. Putrajaya
62524,Putrajaya,W.P. Putrajaya
62526,Putrajaya,W.P. Putrajaya
62527,Putrajaya,W.P. Putrajaya
62530,Putrajaya,W.P. Putrajaya
62532,Putrajaya,W.P. Putrajaya
62536,Putrajaya,W.P. Putrajaya
62540,Putrajaya,W.P. Putrajaya
62542,Putrajaya,W.P. Putrajaya
62546,Putrajaya,W.P. Putrajaya
62550,Putrajaya,W.P. Putrajaya
62551,Putrajaya,W.P. Putrajaya
62564,Putrajaya,W.P. Putrajaya
62570,Putrajaya,W.P. Putrajaya
62574,Putrajaya,W.P. Putrajaya
62576,Putrajaya,W.P. Putrajaya
62582,Putrajaya,W.P. Putrajaya
62584,Putrajaya,W.P. Putrajaya
62590,Putrajaya,W.P. Putrajaya
62592,Putrajaya,W.P. Putrajaya
62594,Putrajaya,W.P. Putrajaya
62596,Putrajaya,W.P. Putrajaya
62600,Putrajaya,W.P. Putrajaya
62602,Putrajaya,W.P. Putrajaya
62604,Putrajaya,W.P. Putrajaya
62605,Putrajaya,W.P. Putrajaya
62606,Putrajaya,W.P. Putrajaya
62607,Putrajaya,W.P. Putrajaya
62612,Putrajaya,W.P. Putrajaya
62616,Putrajaya,W.P. Putrajaya
62618,Putrajaya,W.P. Putrajaya
62620,Putrajaya,W.P. Putrajaya
62622,Putrajaya,W.P. Putrajaya
62623,Putrajaya,W.P. Putrajaya
62624,Putrajaya,W.P. Putrajaya
62628,Putrajaya,W.P. Putrajaya
62630,Putrajaya,W.P. Putrajaya
62632,Putrajaya,W.P. Putrajaya
62640,Putrajaya,W.P. Putrajaya
62644,Putrajaya,W.P. Putrajaya
62648,Putrajaya,W.P. Putrajaya
62652,Putrajaya,W.P. Putrajaya
62654,Putrajaya,W.P. Putrajaya
62662,Putrajaya,W.P. Putrajaya
62668,Putrajaya,W.P. Putrajaya
62670,Putrajaya,W.P. Putrajaya
62674,Putrajaya,W.P. Putrajaya
62675,Putrajaya,W.P. Putrajaya
62676,Putrajaya,W.P. Putrajaya
62677,Putrajaya,W.P. Putrajaya
62686,Putrajaya,W.P. Putrajaya
62690,Putrajaya,W.P. Putrajaya
62692,Putrajaya,W.P. Putrajaya
63000,Cyberjaya,Selangor
63100,Cyberjaya,Selangor
64000,Klia,Selangor
68000,Ampang,Selangor
68100,Batu Caves,Selangor
69000,Genting Highlands,Pahang
69009,Genting Highlands,Pahang
70000,Seremban,Negeri Sembilan
70100,Seremban,Negeri Sembilan
70200,Seremban,Negeri Sembilan
70300,Seremban,Negeri Sembilan
70400,Seremban,Negeri Sembilan
70450,Seremban,Negeri Sembilan
70500,Seremban,Negeri Sembilan
70502,Seremban,Negeri Sembilan
70503,Seremban,Negeri Sembilan
70504,Seremban,Negeri Sembilan
70505,Seremban,Negeri Sembilan
70506,Seremban,Negeri Sembilan
70508,Seremban,Negeri Sembilan
70512,Seremban,Negeri Sembilan
70516,Seremban,Negeri Sembilan
70517,Seremban,Negeri Sembilan
70518,Seremban,Negeri Sembilan
70532,Seremban,Negeri Sembilan
70534,Seremban,Negeri Sembilan
70536,Seremban,Negeri Sembilan
70538,Seremban,Negeri Sembilan
70540,Seremban,Negeri Sembilan
70546,Seremban,Negeri Sembilan
70548,Seremban,Negeri Sembilan
70550,Seremban,Negeri Sembilan
70551,Seremban,Negeri Sembilan
70558,Seremban,Negeri Sembilan
70560,Seremban,Negeri Sembilan
70564,Seremban,Negeri Sembilan
70570,Seremban,Negeri Sembilan
70572,Seremban,Negeri Sembilan
70576,Seremban,Negeri Sembilan
70578,Seremban,Negeri Sembilan
70582,Seremban,Negeri Sembilan
70586,Seremban,Negeri Sembilan
70590,Seremban,Negeri Sembilan
70592,Seremban,Negeri Sembilan
70594,Seremban,Negeri Sembilan
70596,Seremban,Negeri Sembilan
70600,Seremban,Negeri Sembilan
70604,Seremban,Negeri Sembilan
70606,Seremban,Negeri Sembilan
70608,Seremban,Negeri Sembilan
70609,Seremban,Negeri Sembilan
70610,Seremban,Negeri Sembilan
70612,Seremban,Negeri Sembilan
70620,Seremban,Negeri Sembilan
70626,Seremban,Negeri Sembilan
70628,Seremban,Negeri Sembilan
70632,Seremban,Negeri Sembilan
70634,Seremban,Negeri Sembilan
70644,Seremban,Negeri Sembilan
70646,Seremban,Negeri Sembilan
70648,Seremban,Negeri Sembilan
70658,Seremban,Negeri Sembilan
70664,Seremban,Negeri Sembilan
70670,Seremban,Negeri Sembilan
70672,Seremban,Negeri Sembilan
70673,Seremban,Negeri Sembilan
70674,Seremban,Negeri Sembilan
70676,Seremban,Negeri Sembilan
70690,Seremban,Negeri Sembilan
70700,Seremban,Negeri Sembilan
70710,Seremban,Negeri Sembilan
70720,Seremban,Negeri Sembilan
70730,Seremban,Negeri Sembilan
70740,Seremban,Negeri Sembilan
70750,Seremban,Negeri Sembilan
70990,Seremban,Negeri Sembilan
71000,Port Dickson,Negeri Sembilan
71007,Port Dickson,Negeri Sembilan
71009,Port Dickson,Negeri Sembilan
71010,Port Dickson,Negeri Sembilan
71050,Si Rusa,Negeri Sembilan
71059,Si Rusa,Negeri Sembilan
71100,Linggi,Negeri Sembilan
71150,Rantau,Negeri Sembilan
71159,Linggi,Negeri Sembilan
71200,Rantau,Negeri Sembilan
71209,Rantau,Negeri Sembilan
71250,Si Rusa,Negeri Sembilan
71259,Pasir Panjang,Negeri Sembilan
71300,Rembau,Negeri Sembilan
71309,Rembau,Negeri Sembilan
71350,Kota,Negeri Sembilan
71359,Kota,Negeri Sembilan
71400,Rembau,Negeri Sembilan
71409,Rembau,Negeri Sembilan
71450,Seremban,Negeri Sembilan
71459,Seremban,Negeri Sembilan
71500,Tanjong Ipoh,Negeri Sembilan
71509,Tanjong Ipoh,Negeri Sembilan
71550,Tanjong Ipoh,Negeri Sembilan
71559,Tanjong Ipoh,Negeri Sembilan
71600,Kuala Klawang,Negeri Sembilan
71650,Kuala Klawang,Negeri Sembilan
71659,Kuala Klawang,Negeri Sembilan
71700,Mantin,Negeri Sembilan
71707,Mantin,Negeri Sembilan
71709,Mantin,Negeri Sembilan
71750,Mantin,Negeri Sembilan
71759,Lenggeng,Negeri Sembilan
71760,Bandar Enstek,Negeri Sembilan
71770,Seremban,Negeri Sembilan
71800,Nilai,Negeri Sembilan
71807,Nilai,Negeri Sembilan
71809,Nilai,Negeri Sembilan
71900,Labu,Negeri Sembilan
71907,Labu,Negeri Sembilan
71909,Labu,Negeri Sembilan
71950,Seremban,Negeri Sembilan
71960,Port Dickson,Negeri Sembilan
72000,Kuala Pilah,Negeri Sembilan
72007,Kuala Pilah,Negeri Sembilan
72009,Kuala Pilah,Negeri Sembilan
72100,Bahau,Negeri Sembilan
72107,Bahau,Negeri Sembilan
72109,Bahau,Negeri Sembilan
72120,Bandar Sri Jempol,Negeri Sembilan
72127,Bandar Sri Jempol,Negeri Sembilan
72129,Bandar Sri Jempol,Negeri Sembilan
72200,Batu Kikir,Negeri Sembilan
72207,Batu Kikir,Negeri Sembilan
72209,Batu Kikir,Negeri Sembilan
72300,Simpang Pertang,Negeri Sembilan
72307,Simpang Pertang,Negeri Sembilan
72309,Simpang Pertang,Negeri Sembilan
72400,Simpang Durian,Negeri Sembilan
72409,Simpang Durian,Negeri Sembilan
72500,Kuala Pilah,Negeri Sembilan
72507,Kuala Pilah,Negeri Sembilan
72509,Kuala Pilah,Negeri Sembilan
73000,Tampin,Negeri Sembilan
73007,Tampin,Negeri Sembilan
73009,Tampin,Negeri Sembilan
73010,Tampin,Negeri Sembilan
73100,Johol,Negeri Sembilan
73109,Johol,Negeri Sembilan
73200,Gemencheh,Negeri Sembilan
73207,Gemencheh,Negeri Sembilan
73209,Gemencheh,Negeri Sembilan
73300,Gemencheh,Negeri Sembilan
73309,Gemencheh,Negeri Sembilan
73400,Gemas,Negeri Sembilan
73409,Gemas,Negeri Sembilan
73420,Gemas,Negeri Sembilan
73430,Pusat Bandar Palong,Negeri Sembilan
73440,Pusat Bandar Palong,Negeri Sembilan
73450,Pusat Bandar Palong,Negeri Sembilan
73460,Pusat Bandar Palong,Negeri Sembilan
73470,Pusat Bandar Palong,Negeri Sembilan
73480,Gemas,Negeri Sembilan
73500,Rompin,Negeri Sembilan
73507,Rompin,Negeri Sembilan
73509,Rompin,Negeri Sembilan
75000,Melaka,Melaka
75050,Melaka,Melaka
75100,Melaka,Melaka
75150,Melaka,Melaka
75200,Melaka,Melaka
75250,Melaka,Melaka
75260,Melaka,Melaka
75300,Melaka,Melaka
75350,Melaka,Melaka
75400,Melaka,Melaka
75450,Ayer Keroh,Melaka
75459,Ayer Keroh,Melaka
75460,Melaka,Melaka
75500,Melaka,Melaka
75502,Melaka,Melaka
75503,Melaka,Melaka
75504,Melaka,Melaka
75505,Melaka,Melaka
75506,Melaka,Melaka
75508,Melaka,Melaka
75510,Melaka,Melaka
75512,Melaka,Melaka
75514,Melaka,Melaka
75516,Melaka,Melaka
75517,Melaka,Melaka
75518,Melaka,Melaka
75519,Melaka,Melaka
75532,Melaka,Melaka
75536,Melaka,Melaka
75538,Melaka,Melaka
75540,Melaka,Melaka
75542,Melaka,Melaka
75546,Melaka,Melaka
75550,Melaka,Melaka
75551,Melaka,Melaka
75552,Melaka,Melaka
75560,Melaka,Melaka
75564,Melaka,Melaka
75566,Melaka,Melaka
75570,Melaka,Melaka
75572,Melaka,Melaka
75576,Melaka,Melaka
75578,Melaka,Melaka
75582,Melaka,Melaka
75584,Melaka,Melaka
75586,Melaka,Melaka
75590,Melaka,Melaka
75592,Melaka,Melaka
75594,Melaka,Melaka
75596,Melaka,Melaka
75600,Melaka,Melaka
75604,Melaka,Melaka
75606,Melaka,Melaka
75608,Melaka,Melaka
75609,Melaka,Melaka
75612,Melaka,Melaka
75620,Melaka,Melaka
75622,Melaka,Melaka
75623,Melaka,Melaka
75626,Melaka,Melaka
75628,Melaka,Melaka
75630,Melaka,Melaka
75632,Melaka,Melaka
75646,Melaka,Melaka
75648,Melaka,Melaka
75664,Melaka,Melaka
75670,Melaka,Melaka
75672,Melaka,Melaka
75673,Melaka,Melaka
75674,Melaka,Melaka
75676,Melaka,Melaka
75690,Melaka,Melaka
75700,Melaka,Melaka
75710,Melaka,Melaka
75720,Melaka,Melaka
75730,Melaka,Melaka
75740,Melaka,Melaka
75750,Melaka,Melaka
75760,Melaka,Melaka
75900,Melaka,Melaka
75902,Melaka,Melaka
75904,Melaka,Melaka
75906,Melaka,Melaka
75908,Melaka,Melaka
75910,Melaka,Melaka
75912,Melaka,Melaka
75914,Melaka,Melaka
75916,Melaka,Melaka
75918,Melaka,Melaka
75990,Melaka,Melaka
76100,Durian Tunggal,Melaka
76109,Durian Tunggal,Melaka
76200,Sungai Udang,Melaka
76300,Sungai Udang,Melaka
76400,Tanjong Keling,Melaka
76409,Tanjong Keling,Melaka
76450,Melaka,Melaka
77000,Jasin,Melaka
77007,Jasin,Melaka
77008,Jasin,Melaka
77009,Jasin,Melaka
77100,Asahan,Melaka
77109,Asahan,Melaka
77200,Bemban,Melaka
77300,Merlimau,Melaka
77307,Merlimau,Melaka
77309,Merlimau,Melaka
77400,Sungai Rambai,Melaka
77409,Sungai Rambai,Melaka
77500,Selandar,Melaka
77507,Selandar,Melaka
77509,Selandar,Melaka
78000,Alor Gajah,Melaka
78007,Alor Gajah,Melaka
78009,Alor Gajah,Melaka
78100,Lubok China,Melaka
78200,Kuala Sungai Baru,Melaka
78300,Masjid Tanah,Melaka
78307,Masjid Tanah,Melaka
78309,Masjid Tanah,Melaka
79000,Iskandar Puteri,Johor
79050,Iskandar Puteri,Johor
79100,Iskandar Puteri,Johor
79150,Iskandar Puteri,Johor
79200,Iskandar Puteri,Johor
79250,Iskandar Puteri,Johor
79502,Iskandar Puteri,Johor
79503,Iskandar Puteri,Johor
79504,Iskandar Puteri,Johor
79511,Iskandar Puteri,Johor
79513,Iskandar Puteri,Johor
79514,Iskandar Puteri,Johor
79517,Iskandar Puteri,Johor
79518,Iskandar Puteri,Johor
79520,Iskandar Puteri,Johor
79521,Iskandar Puteri,Johor
79523,Iskandar Puteri,Johor
79532,Iskandar Puteri,Johor
79538,Iskandar Puteri,Johor
79540,Iskandar Puteri,Johor
79546,Iskandar Puteri,Johor
79548,Iskandar Puteri,Johor
79550,Iskandar Puteri,Johor
79555,Iskandar Puteri,Johor
79570,Iskandar Puteri,Johor
79575,Iskandar Puteri,Johor
79576,Iskandar Puteri,Johor
79582,Iskandar Puteri,Johor
79592,Iskandar Puteri,Johor
79601,Iskandar Puteri,Johor
79603,Iskandar Puteri,Johor
79605,Iskandar Puteri,Johor
79606,Iskandar Puteri,Johor
79612,Iskandar Puteri,Johor
79626,Iskandar Puteri,Johor
79630,Iskandar Puteri,Johor
79632,Iskandar Puteri,Johor
79646,Iskandar Puteri,Johor
79658,Iskandar Puteri,Johor
79660,Iskandar Puteri,Johor
79680,Iskandar Puteri,Johor
79681,Iskandar Puteri,Johor
79683,Iskandar Puteri,Johor
80000,Johor Bahru,Johor
80050,Johor Bahru,Johor
80057,Johor Bahru,Johor
80100,Johor Bahru,Johor
80150,Johor Bahru,Johor
80200,Johor Bahru,Johor
80250,Johor Bahru,Johor
80300,Johor Bahru,Johor
80350,Johor Bahru,Johor
80357,Johor Bahru,Johor
80359,Johor Bahru,Johor
80400,Johor Bahru,Johor
80500,Johor Bahru,Johor
80505,Johor Bahru,Johor
80506,Johor Bahru,Johor
80508,Johor Bahru,Johor
80514,Johor Bahru,Johor
80516,Johor Bahru,Johor
80519,Johor Bahru,Johor
80534,Johor Bahru,Johor
80536,Johor Bahru,Johor
80538,Johor Bahru,Johor
80542,Johor Bahru,Johor
80544,Johor Bahru,Johor
80546,Johor Bahru,Johor
80554,Johor Bahru,Johor
80558,Johor Bahru,Johor
80560,Johor Bahru,Johor
80564,Johor Bahru,Johor
80568,Johor Bahru,Johor
80578,Johor Bahru,Johor
80586,Johor Bahru,Johor
80590,Johor Bahru,Johor
80592,Johor Bahru,Johor
80594,Johor Bahru,Johor
80596,Johor Bahru,Johor
80598,Johor Bahru,Johor
80600,Johor Bahru,Johor
80604,Johor Bahru,Johor
80608,Johor Bahru,Johor
80620,Johor Bahru,Johor
80622,Johor Bahru,Johor
80628,Johor Bahru,Johor
80644,Johor Bahru,Johor
80648,Johor Bahru,Johor
80662,Johor Bahru,Johor
80664,Johor Bahru,Johor
80670,Johor Bahru,Johor
80672,Johor Bahru,Johor
80673,Johor Bahru,Johor
80676,Johor Bahru,Johor
80690,Johor Bahru,Johor
80700,Johor Bahru,Johor
80710,Johor Bahru,Johor
80720,Johor Bahru,Johor
80730,Johor Bahru,Johor
80888,Ibrahim International Business District,Johor
80900,Johor Bahru,Johor
80902,Johor Bahru,Johor
80904,Johor Bahru,Johor
80906,Johor Bahru,Johor
80908,Johor Bahru,Johor
80988,Johor Bahru,Johor
80990,Johor Bahru,Johor
81000,Kulai,Johor
81007,Kulai,Johor
81009,Kulai,Johor
81100,Johor Bahru,Johor
81107,Johor Bahru,Johor
81200,Johor Bahru,Johor
81300,Skudai,Johor
81307,Skudai,Johor
81310,Skudai,Johor
81400,Senai,Johor
81407,Senai,Johor
81409,Senai,Johor
81440,Kulai,Johor
81447,Kulai,Johor
81450,Kulai,Johor
81500,Pekan Nenas,Johor
81507,Pekan Nenas,Johor
81550,Gelang Patah,Johor
81551,Johor Bahru,Johor
81552,Johor Bahru,Johor
81556,Johor Bahru,Johor
81557,Gelang Patah,Johor
81560,Gelang Patah,Johor
81600,Pengerang,Johor
81700,Pasir Gudang,Johor
81707,Pasir Gudang,Johor
81750,Masai,Johor
81757,Masai,Johor
81759,Pasir Gudang,Johor
81800,Ulu Tiram,Johor
81807,Ulu Tiram,Johor
81809,Ulu Tiram,Johor
81850,Layang-Layang,Johor
81900,Kota Tinggi,Johor
81907,Kota Tinggi,Johor
81920,Ayer Tawar 2,Johor
81927,Ayer Tawar 2,Johor
81930,Bandar Penawar,Johor
81937,Bandar Penawar,Johor
82000,Pontian,Johor
82007,Pontian,Johor
82009,Pontian,Johor
82100,Pontian,Johor
82200,Benut,Johor
82207,Benut,Johor
82300,Pontian,Johor
83000,Batu Pahat,Johor
83007,Batu Pahat,Johor
83009,Batu Pahat,Johor
83010,Batu Pahat,Johor
83020,Batu Pahat,Johor
83050,Batu Pahat,Johor
83100,Rengit,Johor
83200,Batu Pahat,Johor
83300,Sri Gading,Johor
83307,Batu Pahat,Johor
83400,Batu Pahat,Johor
83407,Batu Pahat,Johor
83500,Batu Pahat,Johor
83600,Batu Pahat,Johor
83700,Yong Peng,Johor
83707,Yong Peng,Johor
83710,Yong Peng,Johor
84000,Muar,Johor
84007,Muar,Johor
84030,Muar,Johor
84040,Muar,Johor
84150,Muar,Johor
84157,Muar,Johor
84200,Muar,Johor
84300,Muar,Johor
84400,Muar,Johor
84407,Muar,Johor
84500,Muar,Johor
84600,Muar,Johor
84700,Muar,Johor
84800,Muar,Johor
84900,Tangkak,Johor
84907,Tangkak,Johor
84909,Tangkak,Johor
85000,Segamat,Johor
85007,Segamat,Johor
85100,Segamat,Johor
85109,Segamat,Johor
85200,Segamat,Johor
85300,Segamat,Johor
85307,Segamat,Johor
85309,Segamat,Johor
85400,Segamat,Johor
86000,Kluang,Johor
86007,Kluang,Johor
86009,Kluang,Johor
86100,Ayer Hitam,Johor
86107,Ayer Hitam,Johor
86200,Simpang Renggam,Johor
86207,Simpang Renggam,Johor
86300,Kluang,Johor
86400,Batu Pahat,Johor
86407,Batu Pahat,Johor
86500,Segamat,Johor
86600,Paloh,Johor
86700,Kahang,Johor
86707,Kahang,Johor
86800,Mersing,Johor
86807,Mersing,Johor
86810,Mersing,Johor
86888,Mersing,Johor
86900,Endau,Johor
87000,Labuan,W.P. Labuan
87010,Labuan,W.P. Labuan
87011,Labuan,W.P. Labuan
87012,Labuan,W.P. Labuan
87013,Labuan,W.P. Labuan
87014,Labuan,W.P. Labuan
87015,Labuan,W.P. Labuan
87016,Labuan,W.P. Labuan
87017,Labuan,W.P. Labuan
87018,Labuan,W.P. Labuan
87019,Labuan,W.P. Labuan
87020,Labuan,W.P. Labuan
87021,Labuan,W.P. Labuan
87022,Labuan,W.P. Labuan
87023,Labuan,W.P. Labuan
87024,Labuan,W.P. Labuan
87025,Labuan,W.P. Labuan
87026,Labuan,W.P. Labuan
87027,Labuan,W.P. Labuan
87028,Labuan,W.P. Labuan
87029,Labuan,W.P. Labuan
87030,Labuan,W.P. Labuan
87031,Labuan,W.P. Labuan
87032,Labuan,W.P. Labuan
87033,Labuan,W.P. Labuan
88000,Kota Kinabalu,Sabah
88100,Kota Kinabalu,Sabah
88200,Kota Kinabalu,Sabah
88300,Kota Kinabalu,Sabah
88400,Kota Kinabalu,Sabah
88450,Kota Kinabalu,Sabah
88460,Kota Kinabalu,Sabah
88500,Kota Kinabalu,Sabah
88502,Kota Kinabalu,Sabah
88504,Kota Kinabalu,Sabah
88505,Kota Kinabalu,Sabah
88506,Kota Kinabalu,Sabah
88508,Kota Kinabalu,Sabah
88510,Kota Kinabalu,Sabah
88512,Kota Kinabalu,Sabah
88514,Kota Kinabalu,Sabah
88516,Kota Kinabalu,Sabah
88518,Kota Kinabalu,Sabah
88520,Kota Kinabalu,Sabah
88526,Kota Kinabalu,Sabah
88527,Kota Kinabalu,Sabah
88532,Kota Kinabalu,Sabah
88534,Kota Kinabalu,Sabah
88538,Kota Kinabalu,Sabah
88540,Kota Kinabalu,Sabah
88546,Kota Kinabalu,Sabah
88550,Kota Kinabalu,Sabah
88551,Kota Kinabalu,Sabah
88552,Kota Kinabalu,Sabah
88554,Kota Kinabalu,Sabah
88556,Kota Kinabalu,Sabah
88558,Kota Kinabalu,Sabah
88560,Kota Kinabalu,Sabah
88564,Kota Kinabalu,Sabah
88566,Kota Kinabalu,Sabah
88568,Kota Kinabalu,Sabah
88570,Kota Kinabalu,Sabah
88572,Kota Kinabalu,Sabah
88576,Kota Kinabalu,Sabah
88580,Kota Kinabalu,Sabah
88582,Kota Kinabalu,Sabah
88590,Kota Kinabalu,Sabah
88592,Kota Kinabalu,Sabah
88594,Kota Kinabalu,Sabah
88596,Kota Kinabalu,Sabah
88598,Kota Kinabalu,Sabah
88600,Kota Kinabalu,Sabah
88604,Kota Kinabalu,Sabah
88606,Kota Kinabalu,Sabah
88608,Kota Kinabalu,Sabah
88609,Kota Kinabalu,Sabah
88612,Kota Kinabalu,Sabah
88614,Kota Kinabalu,Sabah
88617,Kota Kinabalu,Sabah
88618,Kota Kinabalu,Sabah
88620,Kota Kinabalu,Sabah
88621,Kota Kinabalu,Sabah
88622,Kota Kinabalu,Sabah
88624,Kota Kinabalu,Sabah
88626,Kota Kinabalu,Sabah
88630,Kota Kinabalu,Sabah
88632,Kota Kinabalu,Sabah
88634,Kota Kinabalu,Sabah
88644,Kota Kinabalu,Sabah
88646,Kota Kinabalu,Sabah
88648,Kota Kinabalu,Sabah
88656,Kota Kinabalu,Sabah
88662,Kota Kinabalu,Sabah
88670,Kota Kinabalu,Sabah
88672,Kota Kinabalu,Sabah
88673,Kota Kinabalu,Sabah
88675,Kota Kinabalu,Sabah
88676,Kota Kinabalu,Sabah
88680,Kota Kinabalu,Sabah
88690,Kota Kinabalu,Sabah
88700,Kota Kinabalu,Sabah
88721,Kota Kinabalu,Sabah
88722,Kota Kinabalu,Sabah
88723,Kota Kinabalu,Sabah
88724,Kota Kinabalu,Sabah
88725,Kota Kinabalu,Sabah
88757,Kota Kinabalu,Sabah
88758,Kota Kinabalu,Sabah
88759,Kota Kinabalu,Sabah
88760,Kota Kinabalu,Sabah
88761,Kota Kinabalu,Sabah
88762,Kota Kinabalu,Sabah
88763,Kota Kinabalu,Sabah
88764,Kota Kinabalu,Sabah
88765,Kota Kinabalu,Sabah
88766,Kota Kinabalu,Sabah
88767,Kota Kinabalu,Sabah
88768,Kota Kinabalu,Sabah
88769,Kota Kinabalu,Sabah
88770,Kota Kinabalu,Sabah
88771,Kota Kinabalu,Sabah
88772,Kota Kinabalu,Sabah
88773,Kota Kinabalu,Sabah
88774,Kota Kinabalu,Sabah
88775,Kota Kinabalu,Sabah
88776,Kota Kinabalu,Sabah
88777,Kota Kinabalu,Sabah
88778,Kota Kinabalu,Sabah
88779,Kota Kinabalu,Sabah
88780,Kota Kinabalu,Sabah
88781,Kota Kinabalu,Sabah
88782,Kota Kinabalu,Sabah
88783,Kota Kinabalu,Sabah
88784,Kota Kinabalu,Sabah
88785,Kota Kinabalu,Sabah
88786,Kota Kinabalu,Sabah
88787,Kota Kinabalu,Sabah
88788,Kota Kinabalu,Sabah
88789,Kota Kinabalu,Sabah
88790,Kota Kinabalu,Sabah
88800,Kota Kinabalu,Sabah
88801,Kota Kinabalu,Sabah
88802,Kota Kinabalu,Sabah
88803,Kota Kinabalu,Sabah
88804,Kota Kinabalu,Sabah
88805,Kota Kinabalu,Sabah
88806,Kota Kinabalu,Sabah
88807,Kota Kinabalu,Sabah
88808,Kota Kinabalu,Sabah
88809,Kota Kinabalu,Sabah
88810,Kota Kinabalu,Sabah
88811,Kota Kinabalu,Sabah
88812,Kota Kinabalu,Sabah
88813,Kota Kinabalu,Sabah
88814,Kota Kinabalu,Sabah
88815,Kota Kinabalu,Sabah
88816,Kota Kinabalu,Sabah
88817,Kota Kinabalu,Sabah
88818,Kota Kinabalu,Sabah
88819,Kota Kinabalu,Sabah
88820,Kota Kinabalu,Sabah
88821,Kota Kinabalu,Sabah
88822,Kota Kinabalu,Sabah
88823,Kota Kinabalu,Sabah
88824,Kota Kinabalu,Sabah
88825,Kota Kinabalu,Sabah
88826,Kota Kinabalu,Sabah
88827,Kota Kinabalu,Sabah
88828,Kota Kinabalu,Sabah
88829,Kota Kinabalu,Sabah
88830,Kota Kinabalu,Sabah
88831,Kota Kinabalu,Sabah
88832,Kota Kinabalu,Sabah
88833,Kota Kinabalu,Sabah
88834,Kota Kinabalu,Sabah
88835,Kota Kinabalu,Sabah
88836,Kota Kinabalu,Sabah
88837,Kota Kinabalu,Sabah
88838,Kota Kinabalu,Sabah
88839,Kota Kinabalu,Sabah
88840,Kota Kinabalu,Sabah
88841,Kota Kinabalu,Sabah
88842,Kota Kinabalu,Sabah
88843,Kota Kinabalu,Sabah
88844,Kota Kinabalu,Sabah
88845,Kota Kinabalu,Sabah
88846,Kota Kinabalu,Sabah
88847,Kota Kinabalu,Sabah
88848,Kota Kinabalu,Sabah
88849,Kota Kinabalu,Sabah
88850,Kota Kinabalu,Sabah
88851,Kota Kinabalu,Sabah
88852,Kota Kinabalu,Sabah
88853,Kota Kinabalu,Sabah
